"(member (instance (member (member (root https://www.npmjs.com/package/engine.io-client) Socket) Socket)) hostname)","XmlBomb"
"(member (instance (member (member (root https://www.npmjs.com/package/engine.io-client) Socket) Socket)) hostname)","XpathInjection"
"(member (instance (member (member (root https://www.npmjs.com/package/engine.io-client) Socket) Socket)) hostname)","Xxe"
"(member (instance (member (member (root https://www.npmjs.com/package/engine.io-client) Socket) Socket)) port)","XmlBomb"
"(member (instance (member (member (root https://www.npmjs.com/package/engine.io-client) Socket) Socket)) port)","XpathInjection"
"(member (instance (member (member (root https://www.npmjs.com/package/engine.io-client) Socket) Socket)) port)","Xxe"
"(member (instance (member (member (root https://www.npmjs.com/package/engine.io-client) Socket) Socket)) secure)","CodeInjection"
"(member (instance (member (member (root https://www.npmjs.com/package/engine.io-client) Socket) Socket)) secure)","DomBasedXss"
"(member (instance (member (member (root https://www.npmjs.com/package/engine.io-client) Socket) Socket)) secure)","XmlBomb"
"(member (instance (member (member (root https://www.npmjs.com/package/engine.io-client) Socket) Socket)) secure)","XpathInjection"
"(member (instance (member (member (root https://www.npmjs.com/package/engine.io-client) Socket) Socket)) secure)","Xxe"
"(member (instance (member (root https://www.npmjs.com/package/engine.io-client) Socket)) hostname)","XmlBomb"
"(member (instance (member (root https://www.npmjs.com/package/engine.io-client) Socket)) hostname)","XpathInjection"
"(member (instance (member (root https://www.npmjs.com/package/engine.io-client) Socket)) hostname)","Xxe"
"(member (instance (member (root https://www.npmjs.com/package/engine.io-client) Socket)) port)","XmlBomb"
"(member (instance (member (root https://www.npmjs.com/package/engine.io-client) Socket)) port)","XpathInjection"
"(member (instance (member (root https://www.npmjs.com/package/engine.io-client) Socket)) port)","Xxe"
"(member (instance (member (root https://www.npmjs.com/package/engine.io-client) Socket)) secure)","CodeInjection"
"(member (instance (member (root https://www.npmjs.com/package/engine.io-client) Socket)) secure)","DomBasedXss"
"(member (instance (member (root https://www.npmjs.com/package/engine.io-client) Socket)) secure)","XmlBomb"
"(member (instance (member (root https://www.npmjs.com/package/engine.io-client) Socket)) secure)","XpathInjection"
"(member (instance (member (root https://www.npmjs.com/package/engine.io-client) Socket)) secure)","Xxe"
"(member (member (return (member (root https://www.npmjs.com/package/q) defer)) promise) stack)","StackTraceExposure"
"(parameter (member (root https://www.npmjs.com/package/env-variable) parse) 0)","ClientSideUrlRedirect"
"(parameter (member (root https://www.npmjs.com/package/env-variable) parse) 0)","CodeInjection"
"(parameter (member (root https://www.npmjs.com/package/env-variable) parse) 0)","XmlBomb"
"(parameter (member (root https://www.npmjs.com/package/env-variable) parse) 0)","XpathInjection"
"(parameter (member (root https://www.npmjs.com/package/env-variable) parse) 0)","Xxe"
